id_boleta,fecha,placa,marca,modelo,anio,tipo_vehiculo,estatus_suspension,tiempo_rampa_minutos,categoria_garantia,llantas_nuevas,balanceo,pinchadura,desviacion_inicial,alineacion_exitosa,observaciones
486,,757151,hyundai,accent,1995,sedan,optimo,25,cat a - garantizado,si,no,no,leve,si,
487,,vbl-324,ford,fiesta,2009,sedan,optimo,20,cat a - garantizado,si,si,no,grave,si,
488,,act-733,hyundai,tucson,2008,suv,optimo,20,cat a - garantizado,si,si,no,leve,si,
489,,cl-675993,toyota,hylux,2007,pick_up,dañado - decide reparar,0,cat b - reparacion,no,no,si,media,no,
490,,fft-377,kia,rio,2016,sedan,optimo,35,cat a - garantizado,no,si,si,grave,si,
491,,alm-455,kia,serato,2018,sedan,optimo,30,cat a - garantizado,si,si,no,leve,si,
492,,pkm-433,nissan,quasqai,2018,suv,optimo,35,cat a - garantizado,no,no,no,media,si,
493,,bbn-991,nissan,sentra,1999,sedan,optimo,30,cat a - garantizado,no,si,si,leve,si,
494,,chi-894,toyota,echo,2000,sedan,optimo,30,cat a - garantizado,no,no,no,grave,si,
495,,agb-523,nissan,sentra,1997,sedan,dañado - decide reparar,0,cat b - reparacion,si,si,no,grave,no,
496,,hii-091,toyota,yaris,2013,sedan,optimo,40,cat a - garantizado,si,si,no,leve,si,
497,,cl-897689,toyota,tacoma,2011,pick_up,dañado - decide reparar,0,cat b - reparacion,si,no,no,media,no,
498,,iil-558,chevrolet,sparck,2012,sedan,optimo,30,cat a - garantizado,si,no,no,grave,si,
499,,llm-092,suzuki,vitara,2018,suv,optimo,35,cat a - garantizado,si,no,si,leve,si,
500,,sgb-234,honda,civic,2001,sedan,dañado - decide reparar,0,cat b - reparacion,si,si,no,leve,no,
501,,lki-004,mitsubishi,montero,2000,4x4,optimo,45,cat a - garantizado,si,no,no,leve,si,
502,,lip-870,mitsubishi,lancer,2008,sedan,optimo,25,cat a - garantizado,si,no,no,media,si,
503,,cl-453678,toyota,echo,2008,sedan,dañado - decide reparar,0,cat b - reparacion,si,si,si,leve,no,
504,,llp-886,nissan,sentra,1997,sedan,optimo,35,cat a - garantizado,no,no,no,grave,si,
505,,alm-455,kia,serato,2018,sedan,optimo,30,cat a - garantizado,si,si,no,leve,si,
506,,pkm-433,nissan,quasqai,2018,suv,optimo,35,cat a - garantizado,no,no,no,media,si,
507,,llm-092,suzuki,vitara,2018,suv,optimo,35,cat a - garantizado,si,no,si,leve,si,
508,,sgb-234,honda,civic,2001,sedan,dañado - decide reparar,0,cat b - reparacion,si,si,no,leve,no,
509,,lki-004,mitsubishi,montero,2000,4x4,optimo,45,cat a - garantizado,si,no,no,leve,si,
510,,lip-870,mitsubishi,lancer,2008,sedan,optimo,25,cat a - garantizado,si,no,no,media,si,
511,,cl-453678,toyota,echo,2008,sedan,dañado - decide reparar,0,cat b - reparacion,si,si,si,leve,no,
512,,llp-886,nissan,sentra,1997,sedan,optimo,35,cat a - garantizado,no,no,no,grave,si,
513,,cal-894,fiat,m-500,2006,sedan,optimo,35,cat a - garantizado,no,si,no,leve,si,
514,,cl-899776,nissan,frontier,2016,pick_up,optimo,45,cat a - garantizado,no,si,no,leve,si,
515,,cla-672,toyota,yaris,2014,sedan,optimo,25,cat a - garantizado,si,no,no,media,si,
516,,bmb-168,toyota,echo,2000,sedan,dañado - decide reparar,0,cat b - reparacion,no,si,si,leve,no,
517,,acl-897,nissan,sentra,1995,sedan,optimo,40,cat a - garantizado,si,si,no,leve,si,
518,,act-733,hyundai,tucson,2008,suv,optimo,30,cat a - garantizado,no,si,no,media,si,
519,,art-976,hyundai,terracan,2000,4x4,optimo,35,cat a - garantizado,no,no,no,leve,si,
520,,vhy-009,toyota,rav-4,2006,4x4,optimo,30,cat a - garantizado,no,si,si,grave,si,
521,,vll-345,honda,civic,2006,sedan,optimo,25,cat a - garantizado,no,no,no,leve,si,
522,,cl-990934,toyota,hylux,2012,pick_up,dañado - decide reparar,0,cat b - reparacion,no,si,no,leve,no,
523,,cgy-879,hyundai,elantra,2016,sedan,optimo,30,cat a - garantizado,no,si,no,media,si,
524,,act-733,nissan,paifanter,2016,4x4,optimo,40,cat a - garantizado,no,si,si,grave,si,
525,,757151,hyundai,accent,1995,sedan,optimo,25,cat a - garantizado,si,no,no,leve,si,
526,,vbl-324,ford,fiesta,2009,sedan,optimo,20,cat a - garantizado,si,si,no,grave,si,
527,,act-733,hyundai,tucson,2008,suv,optimo,20,cat a - garantizado,si,si,no,leve,si,
528,,cl-675993,toyota,hylux,2007,pick_up,dañado - decide reparar,0,cat b - reparacion,no,no,si,media,no,
529,,fft-377,kia,rio,2016,sedan,optimo,35,cat a - garantizado,no,si,si,grave,si,
530,,alm-455,kia,serato,2018,sedan,optimo,30,cat a - garantizado,si,si,no,leve,si,
531,,acl-897,nissan,sentra,1995,sedan,optimo,40,cat a - garantizado,si,si,no,leve,si,
532,,act-733,hyundai,tucson,2008,suv,optimo,30,cat a - garantizado,no,si,no,media,si,
533,,art-976,hyundai,terracan,2000,4x4,optimo,35,cat a - garantizado,no,no,no,leve,si,
534,,vhy-009,toyota,rav-4,2006,4x4,optimo,30,cat a - garantizado,no,si,si,grave,si,
535,,vll-345,honda,civic,2006,sedan,optimo,25,cat a - garantizado,no,no,no,leve,si,
536,,cl-990934,toyota,hylux,2012,pick_up,dañado - decide reparar,0,cat b - reparacion,no,si,no,leve,no,
537,,cgy-879,hyundai,elantra,2016,sedan,optimo,30,cat a - garantizado,no,si,no,media,si,
538,,act-733,nissan,paifanter,2016,4x4,optimo,40,cat a - garantizado,no,si,si,grave,si,
539,,757151,hyundai,accent,1995,sedan,optimo,25,cat a - garantizado,si,no,no,leve,si,
540,,713914,mitsubishi,lancer,2003,sedan,optimo,35,cat a - garantizado,si,no,no,leve,si,
541,,byt-290,hyundai,accent,2000,sedan,optimo,45,cat a - garantizado,si,si,si,grave,si,
542,,bvg-551,hyundai,tucson,2004,suv,optimo,30,cat a - garantizado,no,no,si,grave,si,
543,,cl-265920,kia,bongo,2005,4x4,optimo,30,cat a - garantizado,si,no,si,media,si,
544,,bvg-551,hyundai,tucson,2007,suv,optimo,25,cat a - garantizado,si,no,no,grave,si,
545,,fdc-100,hyundai,santa-fe,2012,suv,optimo,20,cat a - garantizado,si,si,si,media,si,
546,,460052,hyundai,accent,1995,sedan,optimo,25,cat a - garantizado,si,no,no,media,si,
547,,cl-246120,mitsubishi,l200,2005,pick_up,optimo,35,cat a - garantizado,si,si,si,media,si,
548,,pkm-433,nissan,quasqai,2018,suv,dañado - decide reparar,0,cat b - reparacion,si,si,no,grave,no,
549,,sgb-234,honda,civic,2001,sedan,optimo,30,cat a - garantizado,no,no,no,media,si,
550,,bmb-168,toyota,echo,2000,sedan,dañado - decide reparar,0,cat b - reparacion,no,no,si,media,no,
551,,757151,hyundai,accent,1995,sedan,dañado - decide reparar,0,cat b - reparacion,no,si,no,media,no,
552,,cl-138971,toyota,hylux,2020,pick_up,optimo,35,cat a - garantizado,no,no,no,media,si,
553,,cbn-674,nissan,sentra,1999,sedan,optimo,25,cat a - garantizado,no,si,no,media,si,
554,,bna-126,hyundai,elantra,2012,sedan,optimo,40,cat a - garantizado,si,si,no,media,si,
555,,aet-472,toyota,corolla,2014,sedan,optimo,35,cat a - garantizado,no,si,si,media,si,
556,,arb-694,honda,crv,2008,suv,optimo,45,cat a - garantizado,si,no,no,media,si,
557,,cl-906538,toyota,hylux,2012,pick_up,dañado - decide reparar,0,cat b - reparacion,no,no,no,grave,no,
558,,act-733,hyundai,accent,2011,sedan,optimo,40,cat a - garantizado,no,no,no,media,si,
559,,cgt-692,mazda,seis,2011,sedan,optimo,35,cat a - garantizado,no,si,no,grave,si,
560,,bbn-991,nissan,sentra,1999,sedan,optimo,30,cat a - garantizado,no,si,si,leve,si,
561,,chi-894,toyota,echo,2000,sedan,optimo,30,cat a - garantizado,no,no,no,grave,si,
562,,agb-523,nissan,sentra,1997,sedan,dañado - decide reparar,0,cat b - reparacion,si,si,no,grave,no,
563,,hii-091,toyota,yaris,2013,sedan,optimo,40,cat a - garantizado,si,si,no,leve,si,
564,,cl-897689,toyota,tacoma,2011,pick_up,dañado - decide reparar,0,cat b - reparacion,si,no,no,media,no,
565,,iil-558,chevrolet,sparck,2012,sedan,optimo,30,cat a - garantizado,si,no,no,grave,si,
566,,llm-092,suzuki,vitara,2018,suv,optimo,35,cat a - garantizado,si,no,si,leve,si,
567,,sgb-234,honda,civic,2001,sedan,dañado - decide reparar,0,cat b - reparacion,si,si,no,leve,no,
568,,lki-004,mitsubishi,montero,2000,4x4,optimo,45,cat a - garantizado,si,no,no,leve,si,
569,,lip-870,mitsubishi,lancer,2008,sedan,optimo,25,cat a - garantizado,si,no,no,media,si,
570,,cl-453678,toyota,echo,2008,sedan,dañado - decide reparar,0,cat b - reparacion,si,si,si,leve,no,
571,,llp-886,nissan,sentra,1997,sedan,optimo,35,cat a - garantizado,no,no,no,grave,si,
572,,cal-894,fiat,m-500,2006,sedan,optimo,35,cat a - garantizado,no,si,no,leve,si,
573,,cl-899776,nissan,frontier,2016,pick_up,optimo,45,cat a - garantizado,no,si,no,leve,si,
574,,cla-672,toyota,yaris,2014,sedan,optimo,25,cat a - garantizado,si,no,no,media,si,
575,,bmb-168,toyota,echo,2000,sedan,dañado - decide reparar,0,cat b - reparacion,no,si,si,leve,no,
576,,acl-897,nissan,sentra,1995,sedan,optimo,40,cat a - garantizado,si,si,no,leve,si,
577,,act-733,hyundai,tucson,2008,suv,optimo,30,cat a - garantizado,no,si,no,media,si,
578,,art-976,hyundai,terracan,2000,4x4,optimo,35,cat a - garantizado,no,no,no,leve,si,
579,,vhy-009,toyota,rav-4,2006,4x4,optimo,30,cat a - garantizado,no,si,si,grave,si,
580,,vll-345,honda,civic,2006,sedan,optimo,25,cat a - garantizado,no,no,no,leve,si,
581,,cl-990934,toyota,hylux,2012,pick_up,dañado - decide reparar,0,cat b - reparacion,no,si,no,leve,no,
582,,cla-672,toyota,yaris,2014,sedan,optimo,25,cat a - garantizado,si,no,no,media,si,
583,,cl-675993,toyota,hylux,2007,pick_up,dañado - decide reparar,0,cat b - reparacion,no,no,si,media,no,
584,,fft-377,kia,rio,2016,sedan,optimo,35,cat a - garantizado,no,si,si,grave,si,
585,,alm-455,kia,serato,2018,sedan,optimo,30,cat a - garantizado,si,si,no,leve,si,
586,,pkm-433,nissan,quasqai,2018,suv,optimo,35,cat a - garantizado,no,no,no,media,si,
587,,llm-092,suzuki,vitara,2018,suv,optimo,35,cat a - garantizado,si,no,si,leve,si,
588,,sgb-234,honda,civic,2001,sedan,dañado - decide reparar,0,cat b - reparacion,si,si,no,leve,no,
589,,lki-004,mitsubishi,montero,2000,4x4,optimo,45,cat a - garantizado,si,no,no,leve,si,
590,,lip-870,mitsubishi,lancer,2008,sedan,optimo,25,cat a - garantizado,si,no,no,media,si,
591,,cl-453678,toyota,echo,2008,sedan,dañado - decide reparar,0,cat b - reparacion,si,si,si,leve,no,
592,,llp-886,nissan,sentra,1997,sedan,optimo,35,cat a - garantizado,no,no,no,grave,si,
593,,cal-894,fiat,m-500,2006,sedan,optimo,35,cat a - garantizado,no,si,no,leve,si,
594,,cl-899776,nissan,frontier,2016,pick_up,optimo,45,cat a - garantizado,no,si,no,leve,si,
595,,cla-672,toyota,yaris,2014,sedan,optimo,25,cat a - garantizado,si,no,no,media,si,
596,,cl-453678,toyota,echo,2008,sedan,dañado - decide reparar,0,cat b - reparacion,si,si,si,leve,no,
597,,llp-886,nissan,sentra,1997,sedan,optimo,35,cat a - garantizado,no,no,no,grave,si,
598,,cal-894,fiat,m-500,2006,sedan,optimo,35,cat a - garantizado,no,si,no,leve,si,
599,,cl-899776,nissan,frontier,2016,pick_up,optimo,45,cat a - garantizado,no,si,no,leve,si,
600,,cla-672,toyota,yaris,2014,sedan,optimo,25,cat a - garantizado,si,no,no,media,si,
601,,bmb-168,toyota,echo,2000,sedan,dañado - decide reparar,0,cat b - reparacion,no,si,si,leve,no,
602,,acl-897,nissan,sentra,1995,sedan,optimo,40,cat a - garantizado,si,si,no,leve,si,
603,,act-733,hyundai,tucson,2008,suv,optimo,30,cat a - garantizado,no,si,no,media,si,
604,,art-976,hyundai,terracan,2000,4x4,optimo,35,cat a - garantizado,no,no,no,leve,si,
605,,vhy-009,toyota,rav-4,2006,4x4,optimo,30,cat a - garantizado,no,si,si,grave,si,
606,,vll-345,honda,civic,2006,sedan,optimo,25,cat a - garantizado,no,no,no,leve,si,
607,,cl-990934,toyota,hylux,2012,pick_up,dañado - decide reparar,0,cat b - reparacion,no,si,no,leve,no,
608,,cal-894,fiat,m-500,2006,sedan,optimo,35,cat a - garantizado,no,si,no,leve,si,
609,,cl-899776,nissan,frontier,2016,pick_up,optimo,45,cat a - garantizado,no,si,no,leve,si,
610,,cla-672,toyota,yaris,2014,sedan,optimo,25,cat a - garantizado,si,no,no,media,si,
611,,cl-675993,toyota,hylux,2007,pick_up,dañado - decide reparar,0,cat b - reparacion,no,no,si,media,no,
612,,fft-377,kia,rio,2016,sedan,optimo,35,cat a - garantizado,no,si,si,grave,si,
613,,alm-455,kia,serato,2018,sedan,optimo,30,cat a - garantizado,si,si,no,leve,si,
614,,pkm-433,nissan,quasqai,2018,suv,optimo,35,cat a - garantizado,no,no,no,media,si,
615,,llm-092,suzuki,vitara,2018,suv,optimo,35,cat a - garantizado,si,no,si,leve,si,
616,,sgb-234,honda,civic,2001,sedan,dañado - decide reparar,0,cat b - reparacion,si,si,no,leve,no,
617,,lki-004,mitsubishi,montero,2000,4x4,optimo,45,cat a - garantizado,si,no,no,leve,si,
618,,lip-870,mitsubishi,lancer,2008,sedan,optimo,25,cat a - garantizado,si,no,no,media,si,
619,,cl-453678,toyota,echo,2008,sedan,dañado - decide reparar,0,cat b - reparacion,si,si,si,leve,no,
620,,llp-886,nissan,sentra,1997,sedan,optimo,35,cat a - garantizado,no,no,no,grave,si,
621,,cal-894,fiat,m-500,2006,sedan,optimo,35,cat a - garantizado,no,si,no,leve,si,
622,,cl-899776,nissan,frontier,2016,pick_up,optimo,45,cat a - garantizado,no,si,no,leve,si,
623,,cla-672,toyota,yaris,2014,sedan,optimo,25,cat a - garantizado,si,no,no,media,si,
624,,cal-894,fiat,m-500,2006,sedan,optimo,35,cat a - garantizado,no,si,no,leve,si,
625,,cl-899776,nissan,frontier,2016,pick_up,optimo,45,cat a - garantizado,no,si,no,leve,si,
626,,cla-672,toyota,yaris,2014,sedan,optimo,25,cat a - garantizado,si,no,no,media,si,
627,,art-976,hyundai,terracan,2000,4x4,optimo,35,cat a - garantizado,no,no,no,leve,si,
628,,vhy-009,toyota,rav-4,2006,4x4,optimo,30,cat a - garantizado,no,si,si,grave,si,
629,,vll-345,honda,civic,2006,sedan,optimo,25,cat a - garantizado,no,no,no,leve,si,
630,,cl-990934,toyota,hylux,2012,pick_up,dañado - decide reparar,0,cat b - reparacion,no,si,no,leve,no,
631,,cgy-879,hyundai,elantra,2016,sedan,optimo,30,cat a - garantizado,no,si,no,media,si,
632,,act-733,nissan,paifanter,2016,4x4,optimo,40,cat a - garantizado,no,si,si,grave,si,
633,,757151,hyundai,accent,1995,sedan,optimo,25,cat a - garantizado,si,no,no,leve,si,
634,,bvl-671,chevrolet,beat,2021,sedan,optimo,25,cat a - garantizado,si,si,si,leve,si,
635,,agb-523,nissan,sentra,1997,sedan,dañado - decide reparar,0,cat b - reparacion,no,si,no,grave,no,
636,,crv-675,honda,crv,2007,suv,optimo,30,cat a - garantizado,no,si,no,media,si,
637,,cry-506,nissan,quasqai,2016,suv,optimo,45,cat a - garantizado,no,no,si,media,si,
638,,agb-675,toyota,echo,2002,sedan,optimo,25,cat a - garantizado,no,si,no,media,si,
639,,ard-138,nissan,sentra,1997,sedan,optimo,35,cat a - garantizado,no,no,no,leve,si,
640,,sgb-234,honda,civic,2001,sedan,dañado - decide reparar,0,cat b - reparacion,no,no,si,grave,no,
641,,cl-985678,kia,bongo,2005,pick_up,dañado - acepta sin garantia,20,cat c - sin garantia,no,no,no,grave,no,
642,,pkm-433,nissan,quasqai,2018,suv,dañado - decide reparar,0,cat b - reparacion,si,si,no,grave,no,
643,,sgb-234,honda,civic,2001,sedan,optimo,30,cat a - garantizado,no,no,no,media,si,
644,,bmb-168,toyota,echo,2000,sedan,dañado - decide reparar,0,cat b - reparacion,no,no,si,media,no,
645,,757151,hyundai,accent,1995,sedan,dañado - decide reparar,0,cat b - reparacion,no,si,no,media,no,
646,,cl-138971,toyota,hylux,2020,pick_up,optimo,35,cat a - garantizado,no,no,no,media,si,
647,,cbn-674,nissan,sentra,1999,sedan,optimo,25,cat a - garantizado,no,si,no,media,si,
648,,bna-126,hyundai,elantra,2012,sedan,optimo,40,cat a - garantizado,si,si,no,media,si,
649,,aet-472,toyota,corolla,2014,sedan,optimo,35,cat a - garantizado,no,si,si,media,si,
650,,arb-694,honda,crv,2008,suv,optimo,45,cat a - garantizado,si,no,no,media,si,
651,,cl-906538,toyota,hylux,2012,pick_up,dañado - decide reparar,0,cat b - reparacion,no,no,no,grave,no,
652,,act-733,hyundai,accent,2011,sedan,optimo,40,cat a - garantizado,no,no,no,media,si,
653,,cgt-692,mazda,seis,2011,sedan,optimo,35,cat a - garantizado,no,si,no,grave,si,
654,,bbn-991,nissan,sentra,1999,sedan,optimo,30,cat a - garantizado,no,si,si,leve,si,
655,,chi-894,toyota,echo,2000,sedan,optimo,30,cat a - garantizado,no,no,no,grave,si,
656,,agb-523,nissan,sentra,1997,sedan,dañado - decide reparar,0,cat b - reparacion,si,si,no,grave,no,
657,,hii-091,toyota,yaris,2013,sedan,optimo,40,cat a - garantizado,si,si,no,leve,si,
658,,cl-897689,toyota,tacoma,2011,pick_up,dañado - decide reparar,0,cat b - reparacion,si,no,no,media,no,
659,,iil-558,chevrolet,sparck,2012,sedan,optimo,30,cat a - garantizado,si,no,no,grave,si,
660,,llm-092,suzuki,vitara,2018,suv,optimo,35,cat a - garantizado,si,no,si,leve,si,
661,,sgb-234,honda,civic,2001,sedan,dañado - decide reparar,0,cat b - reparacion,si,si,no,leve,no,
662,,lki-004,mitsubishi,montero,2000,4x4,optimo,45,cat a - garantizado,si,no,no,leve,si,
663,,lip-870,mitsubishi,lancer,2008,sedan,optimo,25,cat a - garantizado,si,no,no,media,si,
664,,cl-453678,toyota,echo,2008,sedan,dañado - decide reparar,0,cat b - reparacion,si,si,si,leve,no,
665,,llp-886,nissan,sentra,1997,sedan,optimo,35,cat a - garantizado,no,no,no,grave,si,
666,,cal-894,fiat,m-500,2006,sedan,optimo,35,cat a - garantizado,no,si,no,leve,si,
667,,cl-899776,nissan,frontier,2016,pick_up,optimo,45,cat a - garantizado,no,si,no,leve,si,
668,,cla-672,toyota,yaris,2014,sedan,optimo,25,cat a - garantizado,si,no,no,media,si,
669,,bmb-168,toyota,echo,2000,sedan,dañado - decide reparar,0,cat b - reparacion,no,si,si,leve,no,
670,,acl-897,nissan,sentra,1995,sedan,optimo,40,cat a - garantizado,si,si,no,leve,si,
671,,act-733,hyundai,tucson,2008,suv,optimo,30,cat a - garantizado,no,si,no,media,si,
672,,art-976,hyundai,terracan,2000,4x4,optimo,35,cat a - garantizado,no,no,no,leve,si,
673,,vhy-009,toyota,rav-4,2006,4x4,optimo,30,cat a - garantizado,no,si,si,grave,si,
674,,vll-345,honda,civic,2006,sedan,optimo,25,cat a - garantizado,no,no,no,leve,si,
675,,cl-990934,toyota,hylux,2012,pick_up,dañado - decide reparar,0,cat b - reparacion,no,si,no,leve,no,
676,,cgy-879,hyundai,elantra,2016,sedan,optimo,30,cat a - garantizado,no,si,no,media,si,
677,,act-733,nissan,paifanter,2016,4x4,optimo,40,cat a - garantizado,no,si,si,grave,si,
678,,757151,hyundai,accent,1995,sedan,optimo,25,cat a - garantizado,si,no,no,leve,si,
679,,vbl-324,ford,fiesta,2009,sedan,optimo,20,cat a - garantizado,si,si,no,grave,si,
680,,act-733,hyundai,tucson,2008,suv,optimo,20,cat a - garantizado,si,si,no,leve,si,
681,,cl-675993,toyota,hylux,2007,pick_up,dañado - decide reparar,0,cat b - reparacion,no,no,si,media,no,
682,,fft-377,kia,rio,2016,sedan,optimo,35,cat a - garantizado,no,si,si,grave,si,
683,,alm-455,kia,serato,2018,sedan,optimo,30,cat a - garantizado,si,si,no,leve,si,
684,,pkm-433,nissan,quasqai,2018,suv,optimo,35,cat a - garantizado,no,no,no,media,si,
685,,bvl-671,chevrolet,beat,2021,sedan,optimo,25,cat a - garantizado,si,si,si,leve,si,
686,,agb-523,nissan,sentra,1997,sedan,dañado - decide reparar,0,cat b - reparacion,no,si,no,grave,no,
687,,crv-675,honda,crv,2007,suv,optimo,30,cat a - garantizado,no,si,no,media,si,
688,,cry-506,nissan,quasqai,2016,suv,optimo,45,cat a - garantizado,no,no,si,media,si,
689,,agb-675,toyota,echo,2002,sedan,optimo,25,cat a - garantizado,no,si,no,media,si,
690,,ard-138,nissan,sentra,1997,sedan,optimo,35,cat a - garantizado,no,no,no,leve,si,
691,,sgb-234,honda,civic,2001,sedan,dañado - decide reparar,0,cat b - reparacion,no,no,si,grave,no,
692,,cl-985678,kia,bongo,2005,pick_up,dañado - acepta sin garantia,20,cat c - sin garantia,no,no,no,grave,no,
693,,pkm-433,nissan,quasqai,2018,suv,dañado - decide reparar,0,cat b - reparacion,si,si,no,grave,no,
694,,sgb-234,honda,civic,2001,sedan,optimo,30,cat a - garantizado,no,no,no,media,si,
695,,bmb-168,toyota,echo,2000,sedan,dañado - decide reparar,0,cat b - reparacion,no,no,si,media,no,
696,,757151,hyundai,accent,1995,sedan,dañado - decide reparar,0,cat b - reparacion,no,si,no,media,no,
697,,cl-138971,toyota,hylux,2020,pick_up,optimo,35,cat a - garantizado,no,no,no,media,si,
698,,cbn-674,nissan,sentra,1999,sedan,optimo,25,cat a - garantizado,no,si,no,media,si,
699,,bna-126,hyundai,elantra,2012,sedan,optimo,40,cat a - garantizado,si,si,no,media,si,
700,,aet-472,toyota,corolla,2014,sedan,optimo,35,cat a - garantizado,no,si,si,media,si,
701,,arb-694,honda,crv,2008,suv,optimo,45,cat a - garantizado,si,no,no,media,si,
702,,cl-906538,toyota,hylux,2012,pick_up,dañado - decide reparar,0,cat b - reparacion,no,no,no,grave,no,
703,,act-733,hyundai,accent,2011,sedan,optimo,40,cat a - garantizado,no,no,no,media,si,
704,,cgt-692,mazda,seis,2011,sedan,optimo,35,cat a - garantizado,no,si,no,grave,si,
705,,bbn-991,nissan,sentra,1999,sedan,optimo,30,cat a - garantizado,no,si,si,leve,si,
706,,chi-894,toyota,echo,2000,sedan,optimo,30,cat a - garantizado,no,no,no,grave,si,
707,,agb-523,nissan,sentra,1997,sedan,dañado - decide reparar,0,cat b - reparacion,si,si,no,grave,no,
708,,hii-091,toyota,yaris,2013,sedan,optimo,40,cat a - garantizado,si,si,no,leve,si,
709,,cl-897689,toyota,tacoma,2011,pick_up,dañado - decide reparar,0,cat b - reparacion,si,no,no,media,no,
710,,iil-558,chevrolet,sparck,2012,sedan,optimo,30,cat a - garantizado,si,no,no,grave,si,
711,,llm-092,suzuki,vitara,2018,suv,optimo,35,cat a - garantizado,si,no,si,leve,si,
712,,sgb-234,honda,civic,2001,sedan,dañado - decide reparar,0,cat b - reparacion,si,si,no,leve,no,
713,,lki-004,mitsubishi,montero,2000,4x4,optimo,45,cat a - garantizado,si,no,no,leve,si,
714,,lip-870,mitsubishi,lancer,2008,sedan,optimo,25,cat a - garantizado,si,no,no,media,si,
715,,cl-453678,toyota,echo,2008,sedan,dañado - decide reparar,0,cat b - reparacion,si,si,si,leve,no,
716,,llp-886,nissan,sentra,1997,sedan,optimo,35,cat a - garantizado,no,no,no,grave,si,
717,,cal-894,fiat,m-500,2006,sedan,optimo,35,cat a - garantizado,no,si,no,leve,si,
718,,cl-899776,nissan,frontier,2016,pick_up,optimo,45,cat a - garantizado,no,si,no,leve,si,
719,,cla-672,toyota,yaris,2014,sedan,optimo,25,cat a - garantizado,si,no,no,media,si,
720,,bmb-168,toyota,echo,2000,sedan,dañado - decide reparar,0,cat b - reparacion,no,si,si,leve,no,
721,,acl-897,nissan,sentra,1995,sedan,optimo,40,cat a - garantizado,si,si,no,leve,si,
722,,act-733,hyundai,tucson,2008,suv,optimo,30,cat a - garantizado,no,si,no,media,si,
723,,art-976,hyundai,terracan,2000,4x4,optimo,35,cat a - garantizado,no,no,no,leve,si,
724,,vhy-009,toyota,rav-4,2006,4x4,optimo,30,cat a - garantizado,no,si,si,grave,si,
725,,vll-345,honda,civic,2006,sedan,optimo,25,cat a - garantizado,no,no,no,leve,si,
726,,cl-990934,toyota,hylux,2012,pick_up,dañado - decide reparar,0,cat b - reparacion,no,si,no,leve,no,
727,,cgy-879,hyundai,elantra,2016,sedan,optimo,30,cat a - garantizado,no,si,no,media,si,
728,,act-733,nissan,paifanter,2016,4x4,optimo,40,cat a - garantizado,no,si,si,grave,si,
729,,757151,hyundai,accent,1995,sedan,optimo,25,cat a - garantizado,si,no,no,leve,si,
730,,vbl-324,ford,fiesta,2009,sedan,optimo,20,cat a - garantizado,si,si,no,grave,si,
731,,act-733,hyundai,tucson,2008,suv,optimo,20,cat a - garantizado,si,si,no,leve,si,
732,,cl-675993,toyota,hylux,2007,pick_up,dañado - decide reparar,0,cat b - reparacion,no,no,si,media,no,
733,,fft-377,kia,rio,2016,sedan,optimo,35,cat a - garantizado,no,si,si,grave,si,
734,,alm-455,kia,serato,2018,sedan,optimo,30,cat a - garantizado,si,si,no,leve,si,
735,,pkm-433,nissan,quasqai,2018,suv,optimo,35,cat a - garantizado,no,no,no,media,si,
736,,bbn-991,nissan,sentra,1999,sedan,optimo,30,cat a - garantizado,no,si,si,leve,si,
737,,chi-894,toyota,echo,2000,sedan,optimo,30,cat a - garantizado,no,no,no,grave,si,
738,,agb-523,nissan,sentra,1997,sedan,dañado - decide reparar,0,cat b - reparacion,si,si,no,grave,no,
739,,hii-091,toyota,yaris,2013,sedan,optimo,40,cat a - garantizado,si,si,no,leve,si,
740,,cl-897689,toyota,tacoma,2011,pick_up,dañado - decide reparar,0,cat b - reparacion,si,no,no,media,no,
741,,iil-558,chevrolet,sparck,2012,sedan,optimo,30,cat a - garantizado,si,no,no,grave,si,
742,,llm-092,suzuki,vitara,2018,suv,optimo,35,cat a - garantizado,si,no,si,leve,si,
743,,sgb-c111:o171,honda,civic,2001,sedan,dañado - decide reparar,0,cat b - reparacion,si,si,no,leve,no,
744,,lki-004,mitsubishi,montero,2000,4x4,optimo,45,cat a - garantizado,si,no,no,leve,si,
745,,lip-870,mitsubishi,lancer,2008,sedan,optimo,25,cat a - garantizado,si,no,no,media,si,
746,,cl-453678,toyota,echo,2008,sedan,dañado - decide reparar,0,cat b - reparacion,si,si,si,leve,no,
747,,llp-886,nissan,sentra,1997,sedan,optimo,35,cat a - garantizado,no,no,no,grave,si,
748,,cal-894,fiat,m-500,2006,sedan,optimo,35,cat a - garantizado,no,si,no,leve,si,
749,,cl-899776,nissan,frontier,2016,pick_up,optimo,45,cat a - garantizado,no,si,no,leve,si,
750,,cla-672,toyota,yaris,2014,sedan,optimo,25,cat a - garantizado,si,no,no,media,si,
751,,bmb-168,toyota,echo,2000,sedan,dañado - decide reparar,0,cat b - reparacion,no,si,si,leve,no,
752,,acl-897,nissan,sentra,1995,sedan,optimo,40,cat a - garantizado,si,si,no,leve,si,
753,,act-733,hyundai,tucson,2008,suv,optimo,30,cat a - garantizado,no,si,no,media,si,
754,,art-976,hyundai,terracan,2000,4x4,optimo,35,cat a - garantizado,no,no,no,leve,si,
755,,vhy-009,toyota,rav-4,2006,4x4,optimo,30,cat a - garantizado,no,si,si,grave,si,
